Voisin0,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,Voisin6,Voisin7,Voisin8,Voisin9
40808,50043,48730,46169,34015,39749,34189,25023,40628,19444
40809,47218,40162,25032,45768,32398,33568,32049,14725,39799
40810,44905,15575,26408,36444,18998,48838,38844,26926,42560
34266,42099,40811,42555,36943,35260,36466,36142,36849,41488
19624,46109,40812,21435,48774,24414,26649,40418,26661,19255
40813,24591,29580,12645,31576,29819,30544,13404,11370,14880
40814,40233,40072,36114,36987,44167,35773,36907,42023,29570
40815,30195,37866,7970,12829,42942,39157,43476,10640,27073
40816,5379,6003,9983,4913,1993,3416,11929,3299,346
40817,31402,31128,31081,45330,40038,32930,30192,33562,30191
40818,45097,31671,30689,38847,42268,50360,44866,30761,30522
40819,14435,5600,44606,46076,35928,30278,45820,14668,7245
40820,43913,42417,15804,27228,34832,29528,46354,49553,25702
40821,17699,36095,48780,39176,38276,54934,37602,17025,32474
40822,42799,15718,7337,32632,34388,33805,10025,52445,9036
40823,28949,21280,3204,22043,29785,47953,17518,43925,23507
40824,42952,37237,40571,49697,35109,53696,47818,40024,16247
40825,29097,25449,7168,29930,28978,33715,8843,36875,31456
40826,33489,14180,26632,25841,24003,38913,11057,51992,19952
31715,40827,44876,31743,43806,31729,40484,46201,18132,24595
40828,34905,26030,30107,38736,30772,33649,38734,48046,38073
40829,19590,50003,28177,19992,21528,39132,42533,13015,36677
40830,44744,49097,41852,31178,38267,42696,21248,30735,35136
40831,34154,39800,28324,14647,41176,11610,9504,19192,17990
40832,43959,33733,47800,28596,38590,45527,39956,47666,44222
40833,33330,34551,24634,24392,29257,32853,17864,18229,19452
40834,17579,39730,37831,20920,21762,30520,44947,34576,27384
40835,42283,16387,17724,27118,8358,36155,23306,45535,11113
40836,42829,46256,42695,43129,47450,49753,40342,38411,46526
40837,15366,14182,16301,45836,30414,26630,24043,11982,40148
33625,38263,35555,38258,34323,31102,30917,31769,34270,38939
40839,47610,19797,24943,18951,18059,39936,41285,39945,21239
20240,40840,11418,20743,9891,7954,12505,12794,9530,23543
40841,36891,48728,22321,22566,27727,3499,28083,48920,49162
40842,18580,42691,24894,45541,32063,16904,23730,37389,26075
30157,40843,26775,15935,41735,42507,31712,17959,43363,16719
27883,42563,40844,40550,40218,33284,19864,25265,22843,39612
33356,31783,40845,42190,46035,44476,52171,35074,31656,35723
47861,46057,40846,46399,38785,47101,44948,31630,45137,47362
40847,45294,24596,25125,45028,23353,22128,40518,50661,49869
40848,53646,19077,44102,40520,28390,51056,17708,31290,46447
36480,40849,36592,49567,43638,36273,32529,42383,39686,45433
40850,35117,37979,48439,51574,43403,48023,38282,27758,49358
30125,43905,40851,47370,39487,49688,43355,50099,36485,33272
40852,43651,46162,35536,42752,35080,39542,40290,33123,35988
41910,47469,42296,47754,41038,42606,43193,39352,40853,45948
40854,42628,52728,45896,35772,25682,47831,37356,37133,39561
40855,32560,43432,51910,16243,23633,43221,34749,45361,14460
35423,29263,48197,51954,43805,40856,29258,41494,41126,41747
40857,24126,48033,26216,25018,16051,17136,34333,35503,17846
13394,44163,35514,45057,31975,34172,18239,17009,12482,40858
51424,15873,40859,52676,39460,48478,27074,43440,37326,40407
42671,40860,45757,47047,46796,25600,47423,38998,33834,26543
40861,32080,39822,48751,31874,53962,53980,56506,44838,26151
40862,37748,15140,52821,15052,18876,9049,57568,57098,57104
40863,46115,50754,43683,40049,31035,30066,41663,49103,37593
40864,24280,15393,11300,35794,32075,33651,48278,51029,22369
40865,21558,23515,51459,41051,26801,43951,32319,39302,38149
40866,51500,52347,36708,41866,46711,32660,52550,48368,21539
33313,40867,40286,28529,52209,50579,38879,41581,44215,34132
40868,49935,50229,21501,47383,47987,41113,50187,31830,24018
35560,40869,31990,31701,36911,30104,40795,53221,46292,30152
40870,19912,31623,47574,19052,35106,38764,19886,34706,29031
42581,35453,40871,37539,43274,41772,37016,43341,33713,26048
40872,19665,45523,43342,25757,11283,11015,14883,11166,18861
40873,44018,34784,50054,28893,57272,41953,56310,11446,19250
40874,25532,23320,16110,22400,42097,52413,8861,52802,43299
35298,39741,35363,37894,35269,35696,26704,29036,29344,35833
36202,41438,40444,40876,38293,39993,38364,32042,28862,34477
22629,25650,24699,22261,22950,23988,23938,21286,21273,20933
40878,27144,52760,44821,45118,45108,33050,39326,53790,32280
40913,40879,46629,47470,49757,52808,41647,37056,35764,52688
40880,45468,17815,25116,24397,20152,24840,32034,49897,30009
40881,12218,28078,55874,6605,32008,16602,28044,44112,54004
40882,41364,47013,27261,16967,39928,18304,15345,10736,16958
40883,39678,15305,18920,32275,26324,48044,22442,53522,52285
40884,11222,14665,25619,48820,16646,29693,25764,13058,11774
40885,15497,16647,38309,22682,40611,10821,30040,20998,19831
38168,51968,40270,45289,21566,40886,12877,19962,12050,34259
40887,37072,31610,43095,50994,42450,38770,28208,35994,42451
40888,9159,49212,29885,48799,36375,22254,11237,40615,40142
40889,29648,11969,22222,48749,44253,46284,48719,15914,19092
40890,23681,32603,21544,35531,50887,54750,19311,15824,32840
40891,30105,23426,50596,46512,43684,37946,46497,48077,21694
33698,46745,48708,47384,38042,38089,38106,29217,38522,40892
40893,43820,49294,26741,23791,27062,28506,28029,20445,37247
40894,39871,36567,38888,27833,28522,28247,28996,36568,42280
40895,53549,16007,29132,40369,53607,53620,50913,1960,15645
40896,50389,49437,50631,35342,49457,49920,49500,50395,15451
40897,49511,49527,53100,21345,52958,52950,47985,52956,52954
40898,31572,28635,46445,25580,26435,32728,34970,45360,52634
40899,24891,46791,45153,19691,44100,38447,16186,50459,38948
40900,38487,44536,38412,37760,40757,35060,44543,31433,50127
40901,47031,41010,44494,45526,44075,41441,46037,40988,33734
40902,35748,37819,34064,20289,44161,29696,47295,33739,17409
26552,30234,30855,31913,25811,29139,31072,24568,25633,31878
40904,38962,16277,35884,43247,39221,26964,28102,29481,29472
40905,31645,43871,31520,29754,31778,46459,33671,38991,30828
40906,25450,36028,30501,30415,38861,48867,23002,36019,26071
40907,4810,3282,23019,30464,34729,36893,35335,30323,40557
40908,39029,29378,20155,40660,47239,53145,29445,27159,40921
37331,23382,40909,37828,43312,34862,41227,29091,38080,30580
40910,29729,5165,35444,42927,35882,53690,34695,50312,35658
40911,23855,23063,39934,37901,10441,24996,16190,49963,14705
40668,50752,40912,30045,40645,49939,41762,34374,40121,42575
40913,40879,46629,47470,49757,52808,41647,37056,35764,52688
40914,38984,53577,27782,42025,44661,34865,30160,37357,21179
31929,40915,32389,40485,30292,41638,41941,41318,51055,27747
40916,43386,41463,32740,40551,29907,41939,29996,41945,42183
40917,12830,35652,43143,29474,32894,9723,24230,36819,22841
40918,29750,38863,35377,52227,47121,23798,45738,43834,29071
40919,26369,42723,16553,40393,41851,18158,30777,15728,23739
40920,31018,43685,34631,51239,41166,36960,41047,39950,50754
29445,40921,27159,49228,18083,45664,20155,27022,39029,11577
40922,29140,25467,38838,13481,14563,40176,40731,52929,54875
40923,46569,44541,50873,26220,44301,43989,36530,37543,53994
40924,13305,11773,12261,24799,49665,54240,32564,54780,13336
48365,41820,40925,53528,45568,47377,43232,51928,43297,50135
40926,26747,29452,24456,51175,18681,39039,26996,41015,17367
40927,47515,35616,27186,25239,29009,52401,27081,27121,38534
40928,14690,26529,28506,27062,49294,43820,40893,21200,15906
40929,35897,38625,38090,39630,40931,38854,28664,40964,44421
40930,23550,37365,38748,27043,34909,35653,26737,37996,35169
40931,38854,28664,38090,32494,40929,35897,38625,35828,29478
40932,31263,29337,31265,36019,23977,45392,30501,36028,43679
40933,48423,16489,9753,17967,27464,43895,41246,27089,34911
40934,29577,22910,21450,19478,21891,27469,27195,29323,27967
40935,20338,24313,36136,50460,30345,27434,13142,45847,20689
46837,43288,47802,49583,40936,43510,45027,48973,47712,50274
40937,42041,57060,58005,56984,53908,54994,36491,28782,44910
40938,51846,45350,40356,47360,34203,27063,23968,35754,13506
40939,37911,40120,46838,48381,31222,28623,52535,31557,40531
36995,44293,40940,44502,35959,38064,43209,44585,22278,39180
40941,41542,47385,50363,19795,19628,28660,34197,26836,35001
40942,38184,33540,23659,18199,53291,51956,49691,37915,20281
40943,48171,51870,44915,42300,45439,48267,47921,43526,32084
40944,47803,47603,42382,43606,37701,26833,30390,50096,50067
39853,34715,40945,16625,35776,11259,16702,50222,21721,39994
26779,21759,21398,40946,43924,21070,32987,53242,50379,19138
40947,25475,36663,52786,53206,45244,38623,32783,37431,31332
40948,44625,46150,51919,44924,34818,40578,37906,48986,23918
40949,47376,46827,22744,24714,22082,21548,20890,26275,39397
40950,6830,6584,20239,9540,14226,18854,47565,47398,45939
42903,43096,44086,40951,52570,38518,36016,50214,47020,47015
40952,48574,40324,43689,10535,13549,43769,2193,21466,44047
41159,40953,36611,38148,21195,32000,35874,20029,31639,25842
40954,29615,29746,31377,29877,35315,38332,30737,39933,30106
40955,28382,35436,16120,16780,36621,5597,13235,43006,33498
40956,42615,37006,43505,45265,25477,45022,46155,24342,27364
47577,42630,50621,40957,43190,51889,53166,53783,24899,50968
40958,35021,47435,49780,12520,12372,54028,58031,54876,57406
40959,50640,50714,49296,35098,48818,43419,31309,47759,35164
40960,37626,22958,35359,36506,45130,52028,24519,25641,41524
40961,41816,50902,13703,49506,37257,41289,20987,41333,16660
35875,35939,33346,40962,49566,42558,46739,47954,38923,52777
40963,49476,39860,27624,28202,44421,49503,40964,34993,49441
40964,44421,27624,28202,39630,38625,35897,40929,38090,39860
40965,40646,41198,13232,28315,18535,27888,35591,42264,25791
40966,53151,44920,53863,32056,16305,40250,45980,29873,26641
40967,52359,44431,27046,16074,41409,27953,37723,18045,34978
40968,39166,38426,46397,44747,23815,41218,39548,37794,45053
40969,26477,34999,7453,23983,41834,14399,26758,28884,25860
40970,30618,27846,48939,33998,31895,51737,28063,28642,45643
40971,53776,46753,51558,38889,53659,20259,31452,48205,42141
40972,17331,42292,41295,28242,22833,18281,15270,43542,26742
40973,28186,33986,45901,47653,25771,17804,46717,29886,20143
40974,16456,16005,35975,50543,53223,50027,37106,30535,36686
40975,12514,11715,906,3698,3711,1881,6136,15850,8858
41635,40976,53027,31397,39105,25985,51173,39055,46007,31399
40977,45173,34943,45787,44424,50471,27114,28031,52402,42265
21784,37779,41552,27732,22716,40978,49861,33055,24264,34392
40979,34069,29126,47720,32554,16379,9255,23340,19392,27394
40980,32111,50301,48107,49993,10225,51428,41697,7825,30329
40981,46184,31757,35896,37494,19109,28594,43240,36161,39104
40982,42281,28048,34869,27609,31355,25207,17145,43056,22893
40983,38543,26177,39074,16055,25317,26568,43260,37810,28365
40984,23577,11127,12857,22732,51207,35337,51215,20761,29914
35940,29668,40985,36187,39609,39617,39815,37351,32470,39443
40986,16981,22517,20588,439,41043,24151,29276,19585,44777
40987,41308,39079,28327,44646,28312,27938,48489,27666,26240
40988,46037,38557,41010,33734,30175,44075,47031,41441,40901
40989,39691,42158,44404,28276,41086,36226,39864,33332,28244
40990,35314,40763,40648,35492,34088,37129,31961,35523,41025
40991,39734,34653,23836,17133,39735,27770,50926,44441,52408
40992,26375,41754,43150,30608,14699,14613,13889,8654,23686
40993,29594,32696,35614,31060,37923,31711,28799,29875,23054
40994,39143,42385,48633,34198,21368,43886,21670,42498,43713
40995,23562,42231,25640,31789,24312,32150,28552,41442,31092
35864,31744,40996,41503,49304,48035,37335,39796,42997,40488
40997,39649,25936,58023,39187,37294,49666,19173,55125,54371
25610,38713,34582,32159,26450,25809,21244,23932,21532,25087
20762,25130,22330,24354,22533,22894,21418,21678,21848,24351
41000,14417,27812,8531,42232,39084,39747,38987,28155,23963
41001,24716,36460,51322,41721,37748,40862,52821,15140,9049
41002,24640,18387,8872,43450,19615,32559,53734,21876,57502
41003,32278,14020,49113,29484,48241,27444,47117,44506,50066
41004,49762,41328,32220,41395,47504,41397,47681,45554,44426
53502,41005,36831,36832,30989,38965,30907,38071,24233,35043
41006,20116,50313,43746,31256,50834,39904,3140,44586,19808
41007,23967,47464,39668,53259,34150,21143,47226,36399,21083
41008,40635,30396,27723,47071,32074,40782,30225,40037,44959
41009,21081,57239,56190,32994,16458,43772,44199,56519,41178
41010,40901,47031,44494,45526,46037,44075,41441,40988,33734
43525,41011,50220,46259,46977,53641,43398,32727,24196,30849
37420,41012,35512,46055,44138,35271,53246,44381,52585,32102
41013,29678,46764,35708,24240,24919,41593,25770,42541,19472
41014,36210,50547,24968,38582,22236,40156,40584,43052,18955
41015,29452,51175,26996,40926,39039,26747,26405,28438,39096
41016,27957,26456,26624,35651,15110,16573,36565,28776,28447
41017,35921,33316,34164,21116,53503,22776,14028,42699,36204
41018,18044,11687,53279,32893,51926,50544,44336,23824,50511
41019,1314,7388,3651,3461,2093,109,651,8728,7542
41020,33539,32575,20656,11721,16143,15292,10254,15803,47892
41021,20310,21623,48929,29874,23537,7952,31450,43491,49960
41022,13004,24262,10683,47731,14283,40164,15796,32778,26942
41023,49280,13368,16872,43974,26036,24907,12774,25132,22322
41024,39590,42999,44198,21404,31393,48221,44827,19989,30003
41025,31961,37129,51071,33471,31698,35492,40763,40990,38761
41026,42309,44838,48751,32549,39822,51371,45052,26078,14809
41027,56225,7346,26521,4774,32683,27042,26004,29330,13477
41028,43231,48009,50965,45035,34521,51934,17444,24089,45567
41029,52074,45376,22459,34854,31149,25398,47602,32191,43971
41030,39887,22012,38730,19897,18766,17890,50778,19878,43314
46612,48367,49790,46484,45618,45011,49568,41031,43303,48173
41032,36904,47922,29772,51258,40253,34737,37921,31956,38941
38079,41033,38867,39670,31955,46729,31523,37400,28314,31525
41034,35410,26104,27335,23634,46720,38799,44611,50042,33871
41035,37080,30375,47007,38565,43305,37235,50271,33546,37207
41036,46781,41071,38390,34335,37715,48156,43776,47278,44226
41037,49390,39574,42293,42591,44684,49622,42649,51063,42425
41910,47469,42296,47754,41038,42606,43193,39352,40853,45948
41039,29197,29198,38123,44781,39266,35431,37532,41843,36709
41040,35863,50366,23859,37180,38576,44745,36237,48099,28804
24611,41041,22854,25579,25195,33001,23138,47659,23529,33760
41042,23991,45016,26762,44344,20225,29022,39170,38238,21811
41043,24151,31247,22851,23465,35916,29276,21207,19585,44777
41044,23536,26973,29581,24674,22206,25631,45987,43250,38395
41045,8891,44765,19725,22524,16718,50945,48219,9034,43587
40553,16713,41046,23330,16920,18901,50245,39234,17719,35771
41047,35211,35680,43057,36960,50032,32342,41166,31018,40920
41048,18593,10397,10434,17605,7959,20224,47134,8189,47415
41049,28779,44989,48776,46131,53874,49958,42654,34822,44153
41050,53997,29316,10126,13152,34180,10112,14171,17263,44099
41051,51459,23515,40865,21558,43951,39302,26801,32319,45464
35200,31635,41052,50303,39420,29220,44624,41550,50440,44212
38816,40262,41790,41053,35016,39576,34076,34278,32547,32981
41054,36072,44454,35640,36978,32488,37564,41187,49792,35627
41055,25584,23070,38905,37968,44082,35427,31996,29343,46744
41056,33230,50364,45667,33852,35675,25707,40044,28353,21793
40129,32371,43513,41057,42195,33273,37618,50648,39275,37406
36934,50753,41058,51164,25527,50951,53316,31638,41814,23128
41059,17918,13005,28113,19873,17461,17622,16900,43827,17923
41060,36119,8407,53248,18081,48945,5797,35872,27594,48960
41061,26921,57752,57362,12970,47229,48944,30871,16454,11627
41062,8214,51250,5948,36808,18617,14493,14271,12439,41752
25009,41063,15074,28003,37769,27020,42087,31909,37499,34841
41064,42425,51063,52018,49390,51981,41037,42293,44971,43216
47952,47348,52128,41065,48402,43094,43200,41677,47053,50609
41066,37302,40483,41895,18964,17298,9718,25152,15697,22736
41067,32223,19487,53555,39978,47542,41601,28527,53778,51023
41068,30962,15400,9605,44203,33888,48292,42551,15100,44839
41069,18843,23963,8521,28781,8329,39084,27037,17119,21826
41070,35221,53167,43688,30893,28703,30487,20058,18219,26533
41071,41036,46781,34335,37715,45797,38390,24908,26438,43776
41072,32247,31640,24436,32184,8682,47777,51346,38966,52558
41073,14484,36092,14772,28118,3147,15070,26555,40139,43330
41074,2216,3418,43335,43334,43336,2703,20417,3724,9596
41075,36018,28501,51315,39633,35232,27766,44377,51017,37982
41076,33432,20533,32636,23894,49170,39645,46588,16705,22924
48068,38571,33350,41077,48620,39728,49371,39729,46766,41532
41078,26696,33803,42321,18690,31838,11114,48067,11261,11149
41079,47766,40184,34291,21834,39673,30819,29349,14255,16620
41080,4672,2695,3836,7607,2662,14215,8245,7693,19819
41081,13213,11945,31459,43615,12647,19011,21685,8582,5542
41082,5301,13357,9598,9666,19359,7887,7141,5996,9665
41083,9865,8636,7492,50430,7897,6348,23127,7992,7723
41084,3532,2942,2990,11285,8662,11832,6424,4909,8840
41085,23829,2785,9596,3722,43334,2277,4127,18233,17078
41086,42054,36226,29075,43481,29636,40644,48129,39099,39128
41087,31171,32739,5493,3282,40907,36576,4810,31422,30180
41088,26881,11592,11565,16015,2084,5158,12303,12915,11319
41089,12556,10587,19458,17565,14121,17679,18472,16455,9464
41090,37468,47102,51754,20696,20429,26677,33871,46911,51098
8402,41091,44658,44944,42126,27405,41726,52474,43604,26592
41092,42667,36037,39368,35914,50989,51126,42366,48980,37670
26434,33052,32642,29675,28750,32537,25044,27267,28342,29286
41094,35220,39656,48120,23714,20130,48114,30877,57638,27374
41095,29873,16305,32056,23245,42729,29876,46810,51361,34393
24493,41999,46236,41359,41096,25786,34922,23125,33793,33778
25568,31883,29859,26514,25581,26954,22611,23334,22375,23763
41098,46815,25456,29645,41433,41200,48577,44726,46541,34829
41099,32800,16615,16197,26846,33860,48836,38374,19099,16664
41100,45201,15156,53388,12640,17071,21322,34264,51112,45878
41101,47250,20477,35548,19233,47254,28423,46444,50602,44325
41102,23922,21993,22706,50895,37638,49242,52629,34793,39486
41103,18816,34205,17413,13009,16289,10415,26398,51770,22190
41104,29799,42596,43272,23575,47058,46449,49805,18738,52490
41105,46479,46651,46454,47266,35172,47277,44146,47290,49716
41106,44282,26448,29854,39665,38864,36643,49237,18115,36639
34210,34463,33046,35486,32974,33884,35989,30947,29216,31071
44925,41108,37798,49003,30949,42644,52133,34327,47775,49036
41109,44551,30949,42644,36771,36791,37469,35261,32515,41491
41110,21386,21595,38122,25551,47299,23163,36040,48586,52634
41111,35208,38289,18991,56004,22094,55549,36632,51390,23165
41112,34243,32007,30798,53394,22074,32520,33651,52673,17266
41113,50187,24018,31830,21501,44773,37426,44152,52000,50591
41114,24298,30812,24372,24407,31002,15763,19573,44460,44892
32514,33767,35592,35284,34262,34764,28736,34365,28969,35028
41116,47705,53590,42374,31226,40505,26233,38194,23477,51871
41117,40008,37074,31575,43791,41167,38740,42255,40737,39021
41118,46364,45929,48992,32569,41369,45461,40258,42567,43109
41119,30065,18907,19396,42598,44810,45759,25947,21912,26718
41120,26096,34156,22438,37929,19095,25533,45491,43139,18633
48121,50685,26955,41121,34904,22408,49175,47523,40421,26509
41122,31387,38161,31307,38077,42116,40359,29500,40057,30479
41123,35015,22935,46453,49220,37551,49233,37549,32378,32819
41124,34513,35665,32397,33329,35521,37175,40243,25190,35199
41125,20664,32171,21761,20407,42817,18828,20555,26729,38178
50507,41747,41126,35423,48197,43805,29263,41494,40856,29258
41127,44111,44805,46054,48555,38060,43999,47655,48247,53700
41128,27151,27661,53353,50323,46012,42284,44376,52444,45351
16726,41129,36929,41767,32720,35690,22990,21385,34051,17936
41130,25644,50327,51002,31869,48851,45100,34341,9079,11891
41131,45335,44761,25690,24966,35992,46134,35744,29238,34821
41132,45500,36966,23805,37266,35487,29684,29685,49117,42951
39838,47638,48084,45486,46385,46475,40363,47757,45605,41133
36042,41134,35558,36209,26334,42603,30080,52030,42707,29054
26795,20849,21785,41135,36338,38778,26774,45064,20625,31644
41136,6396,9917,24817,14693,10966,5107,22350,20884,8210
45519,50080,44031,49916,43224,47896,44343,41137,41998,45122
41138,18395,23402,38706,20713,20770,18631,16859,33636,17912
41139,24142,46070,45822,52120,49355,37829,19824,15414,48210
35276,29259,34026,32553,34746,36138,30320,29225,35873,35477
41141,44952,16720,28281,24155,11727,52111,49838,20047,34138
51927,41142,52084,47732,37434,35183,45268,43359,44682,37711
41143,47913,23310,43709,45978,42595,21452,20110,23058,31369
41144,52232,33274,51506,23780,44691,48763,26053,19885,48081
52127,41145,48448,33516,42880,34256,52182,32428,27818,44669
41146,44844,45513,38677,45587,48720,53430,36380,40213,52171
17177,42068,41147,17976,31611,37515,16546,19098,33096,14729
41148,46230,30281,49729,40805,33461,52252,45946,27625,30509
44310,47170,44708,50276,43620,44986,41149,38754,43168,50190
25701,38173,31235,38043,29245,32473,35778,26794,23719,33861
24207,29339,25601,30952,22147,23877,28791,21018,21700,22701
22665,31600,29174,26491,26995,28395,25831,21479,22494,22710
41153,32133,43949,49179,39209,29065,51304,42572,36955,34201
48144,41154,44182,52089,45958,39370,50944,44195,50500,37518
41155,52531,43963,50284,40469,42332,20372,21503,23487,20350
15868,32420,45040,45606,32016,22250,41156,14681,21615,17305
41157,19843,14007,23539,32337,20773,16781,20583,31125,13311
13980,41368,37038,40089,24520,16097,39789,20846,16813,39883
41159,40953,36611,38148,21195,32000,35874,20029,31639,25842
41160,51967,51955,37529,43595,51936,51611,45012,28494,20650
41161,31568,29053,37775,45921,47334,37765,35770,40259,39022
41162,25893,32729,39626,49342,42295,34215,52598,53864,34200
43622,41163,42754,46847,28959,34387,45700,44703,44100,50459
41164,32072,26269,13189,28256,37223,37554,39459,53384,14608
41165,43266,33965,37806,23492,35889,46513,50622,31855,9937
41166,31018,40920,41047,42419,34631,51239,35984,43685,36960
41167,41117,39021,40737,42255,32999,51481,31575,37074,40008
41168,28610,27813,43260,42214,27038,37810,28365,41945,28470
41169,33165,35150,43964,38798,20798,28377,38513,26045,22044
32273,41170,33049,38039,42213,47309,49594,44146,35172,47266
41171,39357,36704,25496,22189,37800,10682,38232,20927,31908
41172,22143,47891,33513,46600,34789,48330,42675,42500,30221
41173,52687,49250,41539,24861,47091,16966,17206,12197,40775
41174,52581,52405,52512,43269,45706,15657,27662,25204,28285
41175,15507,27238,35661,29007,38893,34976,20267,27745,18056
41176,14647,19192,13762,9218,47734,40831,11610,28324,21854
41177,27771,42894,41321,52474,41726,42126,44944,26592,43257
41178,44199,43157,22152,16458,30946,43772,47813,57740,41009
41179,42278,41815,22411,37286,18176,41322,43244,24292,41918
41180,50995,27232,16841,12339,22650,28209,30211,7818,25321
41181,45181,45347,41735,50402,30157,40843,43824,48965,17962
41182,7810,12051,24801,13967,8475,23112,15376,19227,18002
41183,42289,40712,24194,37853,15300,26918,27369,37848,41574
41184,45729,37896,51671,38325,37435,46411,53443,31905,32703
43425,41185,34473,37397,53220,39235,39229,38929,39256,41715
41186,50215,48343,44188,50273,56491,43371,25882,45483,55216
41187,49792,49365,43862,48804,41054,40701,35640,36072,44454
41188,28121,46227,10048,13843,12827,37040,13962,15896,43248
41189,12497,27882,21090,27582,27785,16690,23178,57968,9928
24032,41190,41918,41322,22472,34652,26082,30744,43244,32407
41191,25777,8887,44664,50259,50462,44056,28125,19814,49287
32891,53688,41276,41192,28309,51198,28053,36747,42260,5836
41193,8381,23395,16829,7710,12745,34988,5002,16362,13631
41194,27326,52503,14423,38894,27651,8427,41631,28712,28065
41195,28505,25218,29006,45783,41543,28306,52426,27145,14770
41196,15764,13475,19193,17681,14596,12196,21209,23742,20483
19307,27424,41197,38348,44672,34866,8401,30203,43617,43237
41198,42264,18535,35591,38472,25705,30293,40965,48434,40646
41199,47900,50669,40219,52558,20323,45819,47976,50160,33466
41200,46815,39350,49676,47181,41433,41098,47403,47291,50947
41201,35719,27301,46462,52625,35095,17557,19579,50485,16369
41202,12105,13114,14325,24367,34080,25946,25937,16407,11924
41203,37679,41437,25026,29056,26227,54747,34882,55363,55800
25472,39185,35695,36463,31606,30237,24317,28737,34254,32301
41205,55216,55851,48343,56491,45483,43371,50215,25882,41186
46064,41206,17310,44094,48363,22001,16950,21457,20125,29146
41207,22641,20000,26782,14205,35023,35501,32884,54909,46825
41917,41208,46918,38674,31191,49351,36196,23371,20650,28494
41209,11402,30350,32672,33281,27262,43930,16078,25713,21434
30884,41210,36800,33610,37756,42266,30848,37839,41219,33681
41211,29098,19719,19761,41262,46215,49598,22762,25069,27134
41212,37956,42010,46048,35360,48332,48551,51691,40098,43915
41213,37687,33835,32048,32849,19069,14851,8123,14891,22228
41214,27348,19470,27739,39036,38234,49178,18642,49161,33833
41215,23508,51397,14780,14045,31021,16171,51901,21724,52254
24544,23556,38616,49153,42014,21335,41216,10649,22324,52398
41217,35215,36200,47253,41946,34471,35548,41964,20477,28423
37794,45053,47297,47152,39548,41218,41729,44687,39215,46066
41219,42266,42310,33681,39218,37827,41210,30884,33610,37756
38023,38611,32144,41220,32001,46243,26981,38270,43980,53312
46396,41221,37510,31987,31300,23997,34711,34376,31176,31622
24642,41222,41900,22273,46915,26084,47732,29507,37434,35183
41223,45710,33226,30938,27786,35869,43430,36064,44240,27403
41224,38098,51530,50157,32732,46418,50465,19318,21999,30643
20061,48421,41225,43097,38693,20221,42388,20271,21881,20315
41241,41226,14504,10200,24209,16994,21250,53834,23674,24413
41227,34862,23382,40909,37331,37828,43312,30580,26016,40420
41228,27787,32215,50217,51857,21114,27378,34942,18510,52082
41229,34688,43159,41231,26557,29530,41233,27491,57861,38642
41230,38698,42386,29087,40545,46271,39836,27479,53211,27388
41231,34688,41229,43159,29530,26557,27491,41233,14837,27169
41232,27890,38750,41323,35658,41479,34695,25984,25597,42927
41233,14837,26557,50593,57861,3246,50759,34688,41231,41229
39205,41234,37236,48239,49064,33508,51333,29610,27630,31361
41235,51057,13424,47795,53853,36886,18616,13715,26478,22584
41236,28331,44174,33224,45666,48378,39436,28795,32082,50937
41237,35881,39737,50456,36006,42079,35885,51722,48889,19809
41238,27608,37849,13287,44352,11214,27827,27764,29565,50929
41239,41420,37452,27620,31134,32486,26283,32482,32385,20563
41240,43990,43987,53401,50868,23962,31479,49102,41251,57407
41241,41226,14504,10200,24209,16994,21250,53834,23674,24413
29728,39012,37203,32679,41242,45636,33713,29584,26048,49191
29308,33436,14557,41243,14713,28464,48815,19372,32095,36634
41244,46059,31003,37442,46075,36916,28789,28880,35537,44313
41245,30382,36057,17178,27985,37377,28913,37092,36836,27652
41246,47518,18172,33477,16489,48423,16226,40933,9753,18629
38594,41247,28560,25659,39593,46868,20828,16986,18372,32664
41248,27174,48670,19379,20537,45421,43050,40260,27287,23725
35432,39288,36471,37239,34694,36469,38479,35800,35168,38531
39404,41250,36597,36468,47345,38835,45282,32666,53884,45310
41251,10499,23210,17674,9070,6713,29412,24702,6582,31479
41252,30377,33228,16377,23057,15099,44133,9145,18066,9971
41253,38668,17881,33640,13979,48648,29988,32075,32081,11300
41254,28075,41932,41931,50799,37339,52916,41464,40693,36556
41255,14363,16641,16842,26559,13258,27224,46883,28250,19125
41256,28618,27965,31709,32823,27618,39771,52481,39777,27919
50502,39359,50569,30918,44417,41257,43104,49536,41611,48692
41258,40005,18316,6806,14739,33417,16929,8700,22939,39090
34490,29356,31939,26485,31608,31627,23467,25443,34143,25474
41260,16691,29082,22422,16656,18392,30543,17106,46443,17172
41261,38802,8586,36220,25273,21211,16765,52278,10245,36221
41262,49598,46215,25698,29098,41211,20333,19761,44290,29973
41263,1136,3289,31753,28291,28123,31754,28672,28302,877
41264,37502,25863,44070,38093,37845,46958,28018,24950,27112
41265,29706,32239,36558,45300,44386,41927,10747,23366,17474
41266,30243,25323,23365,28513,19413,27143,17457,52603,27156
41267,42256,39164,28151,43734,23642,23147,43718,13365,50422
36872,41268,31218,29705,28586,30531,33931,45930,47427,22345
41269,8778,8684,22423,35737,3386,4320,3569,35451,18846
41270,15268,8073,20230,19531,38073,30358,35840,2224,18627
41271,41272,44629,34984,42926,32934,14841,10085,53750,28297
